hip,ra,dec,mag,bv,name,designation
81734,250.427,1.1812,5.74,0.34,,
82110,251.5884,-58.5036,5.74,-0.1,,
83196,255.0396,-24.9891,5.74,0.41,,
84769,259.9046,80.1364,5.74,1.5,,
86313,264.5396,-10.9263,5.74,1.23,,
88038,269.732,-36.8584,5.74,0.92,,
88136,270.0384,80.0041,5.74,0.52,,
88684,271.5633,-4.7513,5.74,0.97,,
90664,277.4864,-57.5231,5.74,0.99,,
90991,278.4126,-14.8536,5.74,0.04,,
91315,279.3896,62.5266,5.74,-0.04,,
98332,299.672,-69.164,5.74,0.22,,
106886,324.7401,57.489,5.74,0.2,,
108165,328.7215,56.6112,5.74,0.66,,
109209,331.8691,19.4755,5.74,0.33,,
117125,356.1702,-78.7914,5.74,1.11,,
117314,356.8163,-11.9111,5.74,1.07,,
7276,23.4285,-7.0253,5.75,0.64,,
7916,25.4368,-11.3247,5.75,0.44,,
10718,34.4995,57.8998,5.75,1.18,,
14060,45.2918,-7.663,5.75,1.04,Aludhi,ρ1 Eri
19525,62.7459,33.5868,5.75,1.41,,
22936,74.0295,52.8698,5.75,0.1,,
24426,78.6202,-35.977,5.75,1.01,,
26019,83.2808,-35.1394,5.75,1.08,,
29225,92.4333,23.1135,5.75,0.19,,
30827,97.142,30.493,5.75,0.78,,
31940,100.1203,77.9958,5.75,1.49,,
32617,102.0794,-1.3189,5.75,0.29,,
32698,102.3184,-2.272,5.75,-0.1,,
33024,103.2061,8.3804,5.75,0.27,,
34360,106.8441,-23.8407,5.75,-0.12,,
34722,107.8461,26.8566,5.75,0.13,,
35152,108.9882,27.8974,5.75,1.6,,
36396,112.3421,-10.3267,5.75,1.62,,
41515,126.9976,-35.1138,5.75,-0.15,,
43798,133.8018,-18.2412,5.75,1.33,,
46657,142.6921,-31.8892,5.75,0.07,,ζ1 Ant
48982,149.9009,29.6452,5.75,1.06,,
54840,168.4141,-53.2318,5.75,1.31,,
59229,182.2242,-44.326,5.75,0.24,,
62894,193.3412,-60.3285,5.75,0.29,,
63024,193.7355,47.1967,5.75,1.45,,
65466,201.2778,23.8544,5.75,0.09,,
74066,227.0505,-40.5839,5.75,-0.11,,
74239,227.5776,-26.3326,5.75,1.04,,
74582,228.5799,-70.0795,5.75,3.27,,
79005,241.9017,-12.7454,5.75,0.02,,
80375,246.1056,55.2051,5.75,0.0,,
85185,261.1314,16.301,5.75,0.07,,
86782,265.9966,53.8017,5.75,0.02,Alruba,
97473,297.1752,11.8159,5.75,0.55,,Pi Aql
98478,300.0963,-66.9494,5.75,1.03,,μ1 Pav
102092,310.3486,-31.5983,5.75,1.55,,
102208,310.6468,82.5312,5.75,0.0,,
104364,317.1362,-63.9283,5.75,1.18,,
104516,317.5649,53.5631,5.75,-0.11,,
105282,319.8698,49.5103,5.75,-0.12,,
106003,322.0344,32.2253,5.75,0.33,,
109023,331.2972,26.6737,5.75,1.25,,
110023,334.2771,-5.3872,5.75,0.88,,
110103,334.5527,62.8044,5.75,1.26,,
115537,351.0553,-51.8912,5.75,1.61,,
115755,351.7808,42.912,5.75,-0.01,,
7751,24.9481,-56.1964,5.76,0.88,,p Eri
8993,28.9627,23.5773,5.76,1.19,,
12692,40.7618,55.106,5.76,-0.11,,
13654,43.9521,18.3316,5.76,1.45,,
16285,52.4798,-42.6343,5.76,0.2,,
16511,53.1498,9.3734,5.76,-0.07,,t Tau
17579,56.477,24.5545,5.76,-0.04,Asterope,
18212,58.4113,48.6505,5.76,1.04,,
20268,65.1719,6.1308,5.76,0.91,,
21192,68.1565,-3.2095,5.76,-0.12,,
22325,72.1356,-16.3295,5.76,0.54,,
26219,83.8145,-33.0797,5.76,1.12,,
29433,93.0056,19.7905,5.76,-0.07,,
30069,94.9207,-34.3966,5.76,-0.08,,
30591,96.4319,-48.1769,5.76,-0.06,,G Pup
30836,97.1559,-17.466,5.76,1.12,,
31737,99.5959,28.9844,5.76,-0.0,,
37329,114.9495,-38.2607,5.76,-0.07,,d3 Pup
38474,118.1994,-5.4283,5.76,0.41,,
42090,128.6829,36.4196,5.76,0.05,,
44936,137.298,-12.3577,5.76,0.94,,
51561,157.9893,-45.0667,5.76,-0.19,,s Vel
56445,173.5915,3.0602,5.76,0.48,,
61379,188.6766,-44.673,5.76,0.68,,
62576,192.3227,27.5524,5.76,0.05,,
64445,198.1372,11.5561,5.76,1.5,,
65144,200.2404,-46.88,5.76,1.11,,
65420,201.1385,-5.164,5.76,0.41,,
68276,209.6622,21.6962,5.76,-0.0,,
72378,221.9898,-26.6462,5.76,-0.01,,
72487,222.3278,46.1162,5.76,0.48,Merga,h Boo
74184,227.3746,-67.0841,5.76,0.68,,
76568,234.5676,46.7978,5.76,0.35,,
78045,239.0246,-60.4825,5.76,0.09,,
80054,245.1052,-55.1397,5.76,0.97,,
80898,247.806,22.1955,5.76,1.6,,
83367,255.5779,25.5056,5.76,1.02,,
84690,259.6993,-44.1297,5.76,-0.05,,
85068,260.7797,-56.5255,5.76,0.99,,
85169,261.0783,-60.6738,5.76,-0.07,,
86254,264.3796,24.31,5.76,0.11,,
87836,269.1743,-28.0654,5.76,0.21,,
89968,275.3458,-18.86,5.76,0.67,,
90762,277.7685,16.9286,5.76,0.05,,
91322,279.3998,-0.3095,5.76,0.07,,e Ser
91854,280.9056,-64.5514,5.76,0.97,,
95572,291.6006,13.0238,5.76,0.46,,
96141,293.2243,-53.1856,5.76,0.3,,
97816,298.1572,-54.971,5.76,0.92,,
97928,298.5345,-8.5742,5.76,1.66,,
100097,304.6031,55.3971,5.76,0.12,,
101427,308.3235,-80.9649,5.76,1.12,,
103673,315.0895,-51.2653,5.76,0.48,,
105696,321.1034,-41.0067,5.76,-0.04,,θ2 Mic
109620,333.0935,63.291,5.76,1.65,,
110602,336.1128,-13.5294,5.76,0.97,,
110785,336.6558,4.3938,5.76,0.52,,
111196,337.9063,-85.9673,5.76,1.02,,Upsilon Oct
113503,344.7992,11.7288,5.76,0.29,,
117756,358.2105,-8.9968,5.76,1.17,,h Aqr
1191,3.7271,-9.5696,5.77,-0.08,,
2006,6.3509,1.9397,5.77,0.85,,
5361,17.1394,58.2634,5.77,-0.02,,
20591,66.1561,33.9597,5.77,0.4,,
22336,72.1516,-5.674,5.77,0.63,,
25583,82.0067,17.2391,5.77,1.63,,
25751,82.4782,1.7893,5.77,-0.19,,
32809,102.5907,-17.0846,5.77,1.44,,
34888,108.28,-11.2513,5.77,1.51,,
35941,111.1394,27.6379,5.77,0.37,,
37369,115.0612,38.3445,5.77,1.65,,
38994,119.7106,-60.8245,5.77,-0.08,,
40155,122.9999,-46.6444,5.77,0.63,,
40344,123.5552,-35.49,5.77,1.02,,
46225,141.3635,-61.9505,5.77,0.14,,
47013,143.723,72.2057,5.77,0.53,,
50027,153.2015,4.6147,5.77,1.18,,
52452,160.8372,4.7477,5.77,1.17,,
54811,168.3112,-44.3722,5.77,1.66,,
56078,172.4109,-24.464,5.77,0.07,,
59607,183.3543,-38.9292,5.77,-0.14,,
64692,198.8831,40.8552,5.77,0.2,,
67663,207.9467,-46.8987,5.77,-0.15,,
68390,210.0005,-25.0104,5.77,0.48,,
74006,226.8581,-49.0886,5.77,0.92,,
76376,233.9877,54.6306,5.77,0.05,,
81300,249.0894,-2.3246,5.77,0.83,,
81641,250.1612,4.2198,5.77,-0.0,,
85139,260.9901,8.8526,5.77,1.25,,
87558,268.3091,6.1014,5.77,0.42,,
90804,277.8571,-10.7958,5.77,0.38,,
104185,316.626,31.1847,5.77,0.55,,
106393,323.2358,49.9776,5.77,-0.04,,
106897,324.755,20.2655,5.77,0.31,,
114775,348.7443,-41.1054,5.77,1.16,,
115280,350.2219,38.1823,5.77,0.47,,
117491,357.3645,1.0761,5.77,0.17,,
117628,357.8385,9.3134,5.77,1.66,,
343,1.0825,-16.529,5.78,1.08,,
1074,3.3318,-84.994,5.78,1.71,,
2876,9.1139,60.3262,5.78,0.29,,
8046,25.8323,60.5513,5.78,-0.01,,
8433,27.1732,32.6902,5.78,0.57,,
8778,28.2171,-16.9292,5.78,0.26,,
12186,39.2442,-34.578,5.78,0.65,,λ2 For
12803,41.1374,15.3119,5.78,-0.02,,Omicron Ari
14893,48.0594,27.257,5.78,-0.11,,
15876,51.1238,33.536,5.78,-0.0,,
18081,57.9738,34.3591,5.78,-0.04,,
20297,65.2419,-81.5799,5.78,0.36,,Nu Men
21148,68.0077,53.9108,5.78,0.12,,
21588,69.5394,16.0333,5.78,0.31,,
22024,71.0222,-8.5036,5.78,-0.08,,
25041,80.4315,8.4286,5.78,-0.11,,
25397,81.4993,-19.6954,5.78,0.44,,
27280,86.7172,9.5223,5.78,0.89,,
29388,92.9025,48.711,5.78,0.1,,
29451,93.0838,32.6934,5.78,1.65,,
30463,96.0577,-60.2813,5.78,-0.0,,
31446,98.8159,0.8902,5.78,0.0,,
32851,102.7076,-0.5409,5.78,0.4,,
33914,105.5729,15.336,5.78,1.14,,
34215,106.4126,9.1858,5.78,1.51,,
35120,108.9143,7.9777,5.78,1.54,,
36362,112.2705,-31.4562,5.78,-0.18,,
36848,113.645,-27.0123,5.78,1.04,,
37223,114.6829,-36.4968,5.78,-0.15,,e Pup
38160,117.3038,-60.2837,5.78,0.43,,
38210,117.4208,-66.196,5.78,-0.04,,
39221,120.3366,59.0474,5.78,0.42,,
43669,133.4527,-60.3539,5.78,-0.09,,
45122,137.8891,-46.5839,5.78,-0.22,,
50078,153.3666,-51.7558,5.78,0.14,,
58952,181.313,76.9057,5.78,1.03,Tonatiuh,
60969,187.4758,-56.5249,5.78,1.57,,
61498,189.0043,-39.8695,5.78,0.0,,
64332,197.787,-42.2329,5.78,0.52,,
72208,221.5248,15.1318,5.78,1.33,,
72934,223.5953,-11.8983,5.78,0.98,,ξ1 Lib
77562,237.5295,-53.2098,5.78,-0.08,,
77990,238.8849,-60.1776,5.78,0.35,,
78142,239.3389,-36.1853,5.78,1.09,,
79497,243.3446,-55.5409,5.78,0.36,,Zeta Nor
82775,253.7438,-41.1509,5.78,0.13,,
85699,262.6983,86.968,5.78,0.24,,
86552,265.3177,-46.9218,5.78,-0.0,,
87393,267.8978,-60.1641,5.78,1.01,,
91405,279.628,-23.5049,5.78,-0.02,,
93845,286.66,24.2508,5.78,0.1,,
101475,308.4785,46.6939,5.78,-0.14,,
103226,313.6992,-17.9229,5.78,1.12,,
105928,321.8117,-21.1962,5.78,1.44,,
107887,327.8927,19.8267,5.78,-0.1,,
109471,332.656,11.6245,5.78,1.62,,
110668,336.2942,-70.4316,5.78,0.4,,
117887,358.6943,0.1093,5.78,1.47,,
1657,5.1897,32.9112,5.79,1.59,,
7118,22.9302,-30.2831,5.79,1.07,,
10540,33.9419,25.7829,5.79,0.44,,
12114,39.0204,6.8869,5.79,0.92,,
12444,40.0518,-9.4529,5.79,0.52,,
15192,48.9499,57.1406,5.79,0.64,,
16591,53.396,39.8995,5.79,0.14,,
17585,56.5039,67.2016,5.79,0.35,,
21253,68.3915,-62.8237,5.79,1.03,,
22913,73.959,15.0403,5.79,-0.09,,
23068,74.4527,23.9486,5.79,1.11,,
23088,74.5391,25.0504,5.79,0.02,,k Tau
26169,83.6866,-73.7413,5.79,1.72,,
27549,87.5112,9.8712,5.79,0.88,,
28899,91.5231,-29.7586,5.79,0.04,,
30011,94.7457,-20.9256,5.79,-0.15,,
31992,100.2727,0.4953,5.79,-0.09,,
35998,111.2846,-13.752,5.79,0.43,,
36024,111.3553,-25.2178,5.79,-0.1,,
36251,111.9653,-11.5569,5.79,0.58,,
37508,115.466,13.4805,5.79,1.67,,
42177,128.9668,-50.9697,5.79,-0.13,,E Vel
43012,131.4798,-79.5044,5.79,1.59,,
43603,133.2001,-38.7241,5.79,1.51,,
45743,139.8881,-15.8347,5.79,1.28,,
45915,140.4304,56.6992,5.79,1.51,,
48339,147.8003,-59.4258,5.79,1.35,,
51420,157.5269,38.9251,5.79,0.09,,
52478,160.9306,57.1992,5.79,-0.04,,
54561,167.4725,-32.3675,5.79,0.03,,
54863,168.5076,8.0607,5.79,1.13,,
60463,185.9364,-38.9114,5.79,-0.06,,
63414,194.9147,-3.8119,5.79,0.2,,k Vir
64179,197.3018,10.0225,5.79,1.02,,
66681,205.0446,-64.5766,5.79,0.4,,
76532,234.4502,-23.1417,5.79,1.07,,
78649,240.8307,36.6318,5.79,0.59,,
80672,247.0603,-37.1799,5.79,1.1,,
83150,254.8915,-69.2682,5.79,-0.1,,
88817,271.9563,26.0973,5.79,0.13,,
91118,278.8025,18.2034,5.79,0.01,,
94434,288.307,-25.9068,5.79,1.39,,
95793,292.2541,1.9504,5.79,0.09,,c Aql
97985,298.701,36.9957,5.79,0.77,,
102026,310.1355,-16.1242,5.79,1.0,,
106592,323.8234,-3.9833,5.79,1.11,,
108758,330.4608,52.8823,5.79,-0.11,,
109240,331.9596,21.7029,5.79,-0.08,,
110578,336.0287,-4.837,5.79,-0.03,,
110992,337.2926,26.7632,5.79,1.25,,
113048,343.4173,44.7492,5.79,0.28,,
113902,345.9985,-41.4789,5.79,1.07,,
171,0.5423,27.0823,5.8,0.69,,
418,1.2756,61.314,5.8,-0.07,,
3583,11.44,-47.552,5.8,0.64,,
4267,13.6468,19.1884,5.8,-0.02,,
5550,17.7928,37.7241,5.8,-0.1,,
12239,39.4003,65.7453,5.8,1.56,,
13055,41.9488,81.4485,5.8,1.3,,
13834,44.5218,20.6687,5.8,0.41,,
18217,58.4304,57.9751,5.8,0.18,,
19571,62.9008,-20.3562,5.8,0.17,,
23916,77.0841,-8.6653,5.8,-0.06,,
25708,82.3487,-3.4464,5.8,1.15,,
28855,91.3632,-35.5136,5.8,0.03,,
33248,103.7614,-20.4049,5.8,0.05,,
34339,106.7795,-40.8933,5.8,-0.16,,D Pup
34975,108.5452,-3.9018,5.8,1.58,,
35785,110.7169,55.2814,5.8,-0.08,,
35984,111.2379,51.8873,5.8,1.61,,
37710,116.0404,-36.0625,5.8,0.32,,
38848,119.2477,15.7903,5.8,1.28,,
40866,125.0874,20.7477,5.8,1.14,,
42028,128.5067,-2.1516,5.8,0.01,,
44075,134.6831,-16.1327,5.8,0.52,,
44256,135.1906,-60.9638,5.8,1.21,,
47498,145.2591,-57.2595,5.8,1.08,,
47943,146.5419,6.7086,5.8,1.64,,
49764,152.3757,-68.6828,5.8,0.01,,
50493,154.658,-56.1104,5.8,0.48,,
52980,162.5752,-8.8978,5.8,0.16,,
55716,171.2455,11.4303,5.8,1.38,,
55849,171.6969,-53.1599,5.8,0.52,,
56601,174.0748,27.7814,5.8,0.25,,
59920,184.3733,53.1913,5.8,1.33,,
72210,221.5282,-23.153,5.8,0.98,,
72552,222.4933,28.6158,5.8,0.05,,
76878,235.478,18.464,5.8,0.21,,τ7 Ser
79757,244.1866,29.1503,5.8,0.06,,Upsilon CrB
85998,263.6529,9.5867,5.8,0.04,,f Oph
92367,282.3639,-45.8101,5.8,0.89,,
98512,300.2014,-45.1129,5.8,0.29,,
98819,301.0259,17.0702,5.8,0.6,,
109332,332.2458,-18.5196,5.8,-0.15,,
110009,334.219,-9.0401,5.8,1.16,,
111660,339.304,75.3718,5.8,1.59,,
113031,343.3696,-11.6165,5.8,-0.08,,
5494,17.581,25.4578,5.81,1.47,,
10871,34.9761,-55.9448,5.81,1.57,,
11090,35.7096,41.3963,5.81,0.29,,
12148,39.1461,7.73,5.81,1.04,,
14187,45.7328,-46.975,5.81,1.3,,
16368,52.7154,-66.4897,5.81,-0.06,,
17798,57.1488,-20.903,5.81,1.6,,
20465,65.7736,-24.8922,5.81,1.51,,
24732,79.5552,73.2681,5.81,-0.02,,
26545,84.6814,-40.7073,5.81,-0.08,,
28287,89.6564,-44.0346,5.81,1.06,,
32402,101.4738,-52.4097,5.81,1.55,,
35202,109.1327,-38.3189,5.81,-0.13,,
50384,154.3106,23.1062,5.81,0.5,,
53762,164.9974,-43.8071,5.81,-0.06,,
64927,199.6155,34.0983,5.81,1.37,,
65247,200.5679,-52.183,5.81,0.07,,
66563,204.6753,-29.5609,5.81,0.43,,
67143,206.4037,-26.116,5.81,0.02,,
77738,238.069,55.8267,5.81,0.97,,
86620,265.4921,72.1569,5.81,0.53,Dsiban,Psi Dra
89609,274.2985,-17.3739,5.81,1.57,,
90342,276.4949,29.8289,5.81,0.07,,
95222,290.5898,-0.2523,5.81,1.09,,
99026,301.5577,53.1657,5.81,0.45,,
99663,303.3651,60.6406,5.81,1.48,,
105413,320.2701,7.3545,5.81,1.66,,
114167,346.8116,-50.6867,5.81,0.49,,
115191,349.9684,42.078,5.81,1.51,,
116582,354.3835,44.429,5.81,-0.06,,
118281,359.8721,33.7239,5.81,0.54,,
7078,22.8073,70.2646,5.82,0.49,,
13835,44.5239,-23.606,5.82,1.33,,
16340,52.654,48.1036,5.82,-0.03,,
16846,54.197,0.5878,5.82,0.89,,
17891,57.4025,63.297,5.82,0.19,,
22573,72.8676,-34.9063,5.82,0.1,,
28992,91.7653,-34.312,5.82,-0.14,,
30703,96.7672,-58.0021,5.82,1.28,,
31072,97.8046,-35.2588,5.82,0.81,,
31173,98.1133,32.4549,5.82,0.19,,
38159,117.3036,-46.8577,5.82,-0.14,,
41621,127.2815,-44.1604,5.82,-0.16,,
55581,170.7839,-56.7794,5.82,-0.0,,
59728,183.7483,-20.8442,5.82,1.05,,
60584,186.2634,56.7778,5.82,1.62,,
64822,199.308,-43.9795,5.82,0.19,,
65536,201.5336,72.3915,5.82,1.65,,
68079,209.0824,-46.5929,5.82,1.14,,
74096,227.1482,25.1086,5.82,1.23,,
75944,232.6683,-16.6095,5.82,1.06,,
76207,233.5071,-40.0664,5.82,1.7,,
76569,234.5678,-21.0163,5.82,1.08,,
78442,240.2131,4.4274,5.82,1.0,,
85207,261.1751,-21.4415,5.82,0.94,,
87812,269.0767,0.6704,5.82,0.06,,
91532,280.0016,-7.7908,5.82,1.54,,
91974,281.2067,-25.0109,5.82,0.03,,
92027,281.3682,5.5001,5.82,0.04,,
92488,282.7438,-9.7741,5.82,0.59,,
93580,285.8844,1.8188,5.82,0.18,,
95785,292.2378,24.7687,5.82,1.02,,
100276,305.0892,17.7929,5.82,1.5,,
111600,339.1477,-31.6638,5.82,1.07,,
112590,342.046,37.4167,5.82,1.02,,
113084,343.5291,40.3769,5.82,1.14,,
116250,353.3316,-77.3853,5.82,0.68,,
3299,10.5143,66.1476,5.83,1.04,,
5021,16.081,61.5802,5.83,0.57,,
8544,27.5357,22.2753,5.83,0.74,,
13108,42.1337,18.2838,5.83,1.22,,
26396,84.2869,26.9245,5.83,-0.07,,
29379,92.8846,24.4203,5.83,1.11,,
29575,93.476,-3.7414,5.83,0.91,,
29629,93.6529,-4.5685,5.83,-0.15,,
35749,110.6058,-5.9828,5.83,0.35,,
36812,113.5662,3.3717,5.83,-0.02,,δ3 CMi
39380,120.7673,-32.4635,5.83,1.23,,
40077,122.795,-48.462,5.83,-0.15,,
45559,139.2822,-14.5741,5.83,1.05,,
45675,139.6765,-51.5607,5.83,0.47,,
48748,149.1479,-33.4185,5.83,1.2,,
56035,172.269,61.7784,5.83,0.38,,
58181,178.9934,56.5986,5.83,1.1,,
62512,192.1644,60.3198,5.83,0.47,,
67861,208.4885,-47.1282,5.83,-0.05,,
70663,216.8007,-46.1343,5.83,0.31,,
71573,219.5634,54.0233,5.83,0.01,,
73566,225.5268,-28.0606,5.83,0.16,,
80351,246.0451,6.9482,5.83,0.02,,o Her
81289,249.0467,46.6133,5.83,1.04,,
81472,249.6095,-43.3984,5.83,-0.05,,
85379,261.6843,48.2601,5.83,0.12,,x Her
85760,262.8644,-80.8591,5.83,1.62,,
88818,271.9565,26.1013,5.83,0.16,,
97376,296.8657,38.4076,5.83,-0.09,,
100069,304.5291,40.7321,5.83,0.07,,
103359,314.1062,50.7286,5.83,0.34,,
103810,315.5375,56.6696,5.83,-0.06,,
104680,318.0571,-40.2694,5.83,0.45,,
105164,319.5461,-4.5195,5.83,-0.13,,
108875,330.8293,11.3866,5.83,-0.05,,
110787,336.6767,78.7859,5.83,0.17,,
114382,347.489,-42.8613,5.83,0.47,,
840,2.5786,-5.2486,5.84,0.97,,
873,2.6785,-12.5799,5.84,1.0,,
6502,20.879,-30.9456,5.84,1.61,,
9132,29.4323,27.8044,5.84,1.58,,
10035,32.2887,-43.5166,5.84,1.2,,
11840,38.2192,34.5424,5.84,1.08,,
12288,39.5778,-30.1941,5.84,0.48,,ι2 For
14110,45.4838,-9.9614,5.84,1.09,,
15305,49.3608,-47.7517,5.84,1.23,,
19454,62.5068,86.6261,5.84,0.39,,
22407,72.3295,32.5882,5.84,0.25,,
23148,74.7124,-82.4705,5.84,0.93,,Xi Men
23883,76.981,21.7048,5.84,0.17,,
34758,107.9234,-20.8831,5.84,-0.04,,
35025,108.6749,24.885,5.84,1.55,,
36721,113.2907,-24.7107,5.84,0.16,,
50336,154.174,25.3707,5.84,1.21,,
52139,159.7818,37.91,5.84,0.59,,
56606,174.0932,-61.0524,5.84,-0.1,,
61916,190.3458,-46.1456,5.84,1.48,,
63143,194.0732,54.0995,5.84,0.2,,
64587,198.5722,-78.4475,5.84,1.04,,
64623,198.6803,-48.957,5.84,1.06,,
69829,214.3685,15.2634,5.84,1.68,,
71002,217.8185,-67.7172,5.84,1.01,,
74539,228.4721,-26.1936,5.84,1.14,,
76594,234.6425,50.4233,5.84,0.85,,
78168,239.4186,-20.9831,5.84,0.01,,
81741,250.4394,-33.1458,5.84,0.65,,
82716,253.6123,-42.4789,5.84,0.63,,
85889,263.2808,-41.1731,5.84,0.04,,
87472,268.0823,-34.4168,5.84,1.13,,
88670,271.5308,-8.324,5.84,0.18,,
91461,279.8096,-47.9098,5.84,0.23,,
92822,283.6964,48.8594,5.84,0.45,,
95188,290.4621,-18.3084,5.84,1.06,,ρ2 Sgr
95582,291.6195,19.8915,5.84,1.56,,
95732,292.0867,2.93,5.84,-0.0,,
99572,303.1078,-12.6175,5.84,0.48,,Xi Cap
106062,322.2491,22.1794,5.84,1.37,,
108226,328.8792,65.3208,5.84,-0.04,,
111810,339.7191,19.5223,5.84,0.92,,
112417,341.5426,44.5461,5.84,0.36,,
12686,40.748,53.5261,5.85,1.12,,
18606,59.7183,-5.4699,5.85,1.0,,
20271,65.1785,-7.5925,5.85,-0.12,,d Eri
21604,69.566,20.6847,5.85,-0.02,,
33377,104.1336,46.274,5.85,-0.08,,ψ9 Aur
34819,108.1099,24.1286,5.85,0.4,,
44406,135.6867,7.2983,5.85,1.1,,
45314,138.5342,-44.1458,5.85,-0.11,,
45386,138.7382,-37.6024,5.85,0.83,,k1 Vel
48734,149.1082,8.9332,5.85,1.13,,
52922,162.3518,-59.3238,5.85,0.01,,
52948,162.4312,-9.8527,5.85,1.07,,
57841,177.9234,-30.8348,5.85,0.55,,
59608,183.3581,10.2623,5.85,0.26,,
66798,205.3746,64.8224,5.85,0.07,,
72959,223.658,-33.3006,5.85,1.43,,
74100,227.1633,-42.8679,5.85,-0.12,,
76509,234.3834,54.5087,5.85,1.1,,
77370,236.908,55.3766,5.85,0.25,,
91438,279.7225,-21.0519,5.85,0.67,,
94336,288.021,49.8558,5.85,0.67,,
95352,290.9854,43.3882,5.85,0.92,,
111643,339.2452,-40.591,5.85,0.06,,σ2 Gru
113622,345.1788,3.0118,5.85,1.34,,
114641,348.3604,11.065,5.85,1.0,,
117722,358.125,-14.2512,5.85,1.25,,
1372,4.2877,47.9474,5.86,-0.08,,
3750,12.0381,72.6745,5.86,1.01,,
8387,27.0456,16.9556,5.86,-0.04,,
10326,33.2541,-21.0001,5.86,1.01,,
13339,42.9239,46.8419,5.86,0.9,,
16989,54.6219,-7.3919,5.86,0.98,,
20341,65.3627,-0.0982,5.86,1.32,,
21972,70.84,49.9738,5.86,0.01,,
23475,75.6891,-4.2101,5.86,1.21,,
25488,81.7722,-40.9435,5.86,0.24,,
25887,82.9,-45.9253,5.86,1.35,,
29616,93.6191,17.9064,5.86,0.25,,
31039,97.6963,58.1626,5.86,0.93,,
33937,105.6387,16.6744,5.86,1.66,,
35347,109.5177,-43.9868,5.86,-0.12,,M Pup
36399,112.3568,-7.5512,5.86,0.49,,
38712,118.881,8.8628,5.86,0.37,,
40357,123.5995,-45.8345,5.86,-0.18,,
43370,132.5093,-29.463,5.86,0.95,,
45585,139.3649,-74.7346,5.86,-0.02,,
46618,142.5937,-15.5774,5.86,1.19,,
46736,142.8877,-35.7148,5.86,1.29,,
48893,149.5949,72.8795,5.86,1.16,,
49893,152.8032,37.4019,5.86,1.28,,
53778,165.0487,-14.0834,5.86,1.5,,
61420,188.784,21.8814,5.86,1.24,,
61720,189.7644,-30.4224,5.86,1.21,,
69929,214.6594,-18.716,5.86,0.01,,
71182,218.3749,-52.6795,5.86,1.08,,
71184,218.3849,-54.9986,5.86,0.48,,
72567,222.5659,23.9118,5.86,0.58,,
77052,236.0076,2.5152,5.86,0.68,,Psi Ser
77541,237.4896,-48.9124,5.86,0.07,,
79098,242.1822,-23.6854,5.86,0.02,,
79320,242.8238,-41.1198,5.86,0.27,,
82172,251.8323,42.2389,5.86,1.5,,
82621,253.3551,-20.4156,5.86,0.69,,
85049,260.7301,-58.0103,5.86,1.07,,
88101,269.9032,-4.8211,5.86,1.56,,
89099,272.7732,-41.3591,5.86,0.29,,
89115,272.8158,-75.8915,5.86,1.25,,
89234,273.1419,-73.6724,5.86,0.46,,
94157,287.4902,-41.8923,5.86,-0.08,,
97081,295.9379,41.7731,5.86,1.6,,
100062,304.5058,-21.81,5.86,1.0,,
100738,306.3618,-28.6633,5.86,1.1,,
102772,312.3234,-25.7812,5.86,-0.07,,
112997,343.2594,16.8412,5.86,1.13,,
116380,353.746,71.642,5.86,1.68,,
117503,357.4207,36.4253,5.86,0.81,,
207,0.6504,66.099,5.87,1.07,,
5926,19.0496,71.7438,5.87,2.04,,
6226,19.9512,-0.509,5.87,0.64,,
9572,30.744,-15.3059,5.87,0.97,,
20804,66.8699,11.2123,5.87,0.05,,
26487,84.5047,7.5414,5.87,-0.06,,
27533,87.4729,-22.9719,5.87,0.06,,
28011,88.8757,-4.6165,5.87,1.17,,
30666,96.6649,-1.5073,5.87,0.07,,
31665,99.41,56.8575,5.87,0.01,,
32753,102.4577,16.2029,5.87,-0.14,,
35341,109.5092,40.8834,5.87,0.18,,
35626,110.2681,-25.8916,5.87,1.6,,
36444,112.4988,-52.6512,5.87,1.01,,
37915,116.5439,-37.9337,5.87,-0.11,,
39184,120.2081,-54.1513,5.87,-0.13,,
39191,120.2328,25.3928,5.87,1.02,,Omega Cnc
46652,142.6801,33.6557,5.87,1.03,,
52841,162.0588,-31.6879,5.87,0.03,,
55763,171.3879,-37.7476,5.87,1.5,,
62360,191.6926,-33.3155,5.87,1.33,,
62641,192.5448,37.5169,5.87,0.17,,
67836,208.4296,-53.3733,5.87,0.01,,
69965,214.7537,-25.8154,5.87,0.52,,
70657,216.7795,-65.8216,5.87,1.5,,
77909,238.6647,-25.2437,5.87,-0.07,,
84248,258.3245,-67.1966,5.87,1.07,,
86219,264.287,72.4558,5.87,1.02,,
86847,266.175,-42.7293,5.87,0.16,,
90637,277.3988,23.8662,5.87,-0.1,,
98416,299.9473,-9.9582,5.87,0.6,,
99889,304.0026,45.5795,5.87,0.45,,
100574,305.9349,37.4764,5.87,-0.17,,
102891,312.6741,-12.5449,5.87,1.07,,
105412,320.268,-4.5601,5.87,0.91,,
109730,333.4112,28.608,5.87,1.17,,
1493,4.6594,31.5172,5.88,-0.01,,
2475,7.8568,33.5816,5.88,1.13,,
3093,9.8409,21.2505,5.88,0.85,,
4346,13.9267,-7.3471,5.88,1.52,,
7601,24.4815,-82.975,5.88,0.62,,
11348,36.5015,-15.3412,5.88,0.12,,
11670,37.6348,25.235,5.88,0.41,,
