hip,ra,dec,mag,bv,name,designation
72370,221.9655,-79.0448,3.83,1.43,,Alpha Aps
17440,56.0499,-64.8069,3.84,1.13,,Beta Ret
17448,56.0797,32.2882,3.84,0.02,Atik,Omicron Per
20885,67.1437,15.9622,3.84,0.95,,θ1 Tau
43783,133.7618,-60.6446,3.84,-0.1,,c Car
51624,158.2028,9.3066,3.84,-0.15,,Rho Leo
51986,159.3256,-48.2256,3.84,0.3,,p Vel
61199,188.1167,-72.133,3.84,-0.16,,Gamma Mus
88794,271.8856,28.7625,3.84,-0.02,,Omicron Her
89341,273.4409,-21.0588,3.84,0.2,Polis,Mu Sgr
97433,297.0431,70.2679,3.84,0.89,Tyl,Epsilon Dra
19747,63.5005,-42.2944,3.85,1.08,,Alpha Hor
27321,86.8212,-51.0665,3.85,0.17,,Beta Pic
30277,95.5285,-33.4364,3.85,0.86,,Delta Col
50191,153.684,-42.1219,3.85,0.05,,q Vel
61281,188.3706,69.7882,3.85,-0.12,,Kappa Dra
61622,189.4257,-48.5413,3.85,0.05,,Tau Cen
78072,239.1133,15.6616,3.85,0.48,,Gamma Ser
90139,275.9245,21.7698,3.85,1.17,,
91117,278.8018,-8.2441,3.85,1.32,,Alpha Sct
4436,14.1884,38.4993,3.86,0.13,,Mu And
21594,69.5451,-14.304,3.86,1.08,Sceptrum,l Eri
25859,82.8031,-35.4705,3.86,1.13,,Epsilon Col
79664,243.8595,-63.6857,3.86,1.1,,Delta TrA
81065,248.3628,-78.8971,3.86,0.92,,Gamma Aps
87808,269.0633,37.2505,3.86,1.35,,Theta Her
110395,335.4141,-1.3873,3.86,-0.06,Sadachbia,Gamma Aqr
17573,56.4567,24.3677,3.87,-0.06,Maia,
43023,131.5069,-46.0415,3.87,0.01,,a Vel
68282,209.6698,-44.8036,3.87,-0.21,,υ1 Cen
71957,220.7651,-5.6582,3.87,0.39,Rijl al Awwa,Mu Vir
78104,239.2212,-29.2141,3.87,-0.2,Iklil,Rho Sco
97804,298.1182,1.0057,3.87,0.63,Tarazed,Eta Aql
765,2.3527,-45.7474,3.88,1.01,,Epsilon Phe
8832,28.3826,19.2939,3.88,-0.05,Mesarthim,γ1 Ari
48455,148.1909,26.007,3.88,1.22,Rasalas,Mu Leo
74376,227.9836,-48.7378,3.88,-0.03,,κ1 Lup
114421,347.5897,-45.2467,3.88,1.0,,Iota Gru
13701,44.1069,-8.8981,3.89,1.09,Azha,Eta Eri
33152,103.5331,-24.1842,3.89,1.74,Udra,ο1 CMa
45336,138.5911,2.3143,3.89,-0.06,,Theta Hya
60129,184.9765,-0.6668,3.89,0.03,Zaniah,Eta Vir
98110,299.0765,35.0834,3.89,1.02,,Eta Cyg
47431,144.964,-1.1428,3.9,1.31,Ukdah,Iota Hya
55425,170.2517,-54.491,3.9,-0.16,,Pi Cen
65936,202.7611,-39.4073,3.9,1.19,,d Cen
18907,60.7891,5.9893,3.91,0.03,,Nu Tau
41307,126.4151,-3.9064,3.91,-0.01,,C Hya
60823,187.0099,-50.2306,3.91,-0.19,,Sigma Cen
73807,226.2795,-47.0512,3.91,-0.14,,Pi Lup
76333,233.8816,-14.7895,3.91,1.01,Zubenelhakrabi,Gamma Lib
79992,244.9352,46.3134,3.91,-0.15,,Tau Her
83207,255.0724,30.9264,3.92,-0.02,,Epsilon Her
95168,290.4182,-17.8472,3.92,0.23,,ρ1 Sgr
104987,318.956,5.2478,3.92,0.55,Kitalpha,Alpha Equ
2072,6.5508,-43.6798,3.93,0.17,,Kappa Phe
7083,22.8129,-49.0727,3.93,0.97,,Delta Phe
13531,43.5644,52.7625,3.93,0.76,,Tau Per
21444,69.0798,-3.3525,3.93,-0.21,,Nu Eri
37504,115.4553,-72.6061,3.93,1.03,,Zeta Vol
54463,167.1475,-58.975,3.93,1.23,,x Car
78933,241.7018,-20.6692,3.93,-0.05,Jabhat Acrabi,ω1 Sco
88192,270.1613,2.9316,3.93,0.03,,
5348,17.0962,-55.2458,3.94,-0.12,Wurren,Zeta Phe
37447,115.3118,-9.5511,3.94,1.02,,Alpha Mon
37677,115.952,-28.9548,3.94,0.16,,l Pup
42911,131.1712,18.1543,3.94,1.08,Asellus Australis,Delta Cnc
103413,314.2934,41.1671,3.94,0.03,,Nu Cyg
9598,30.8588,72.4213,3.95,-0.0,,
31592,99.171,-19.2559,3.95,1.04,,ν2 CMa
19343,62.1654,47.7125,3.96,-0.03,Nembus,c Per
28328,89.7867,-42.8151,3.96,1.15,,Eta Col
44248,135.1599,41.7829,3.96,0.46,,
45101,137.8197,-62.317,3.96,-0.18,,i Car
95241,290.6596,-44.459,3.96,-0.09,Arkab Prior,β1 Sgr
95347,290.9716,-40.6159,3.96,-0.1,Rukbat,Alpha Sgr
99848,303.868,47.7142,3.96,1.45,,ο2 Cyg
115438,350.7426,-20.1006,3.96,1.08,,b1 Aqr
20535,66.0092,-34.0168,3.97,1.47,Beemim,undefined3 Eri
27673,87.8725,39.1485,3.97,1.13,,Nu Aur
35228,109.2076,-67.9572,3.97,0.76,,Delta Vol
42515,130.0256,-35.3084,3.97,0.94,,Beta Pyx
59449,182.913,-52.3685,3.97,-0.16,,Rho Cen
77634,237.7397,-33.6272,3.97,-0.04,,Chi Lup
98495,300.1481,-72.9105,3.97,-0.03,,Epsilon Pav
110997,337.3174,-43.4956,3.97,1.02,,δ1 Gru
112440,341.6328,23.5657,3.97,1.07,Sadalnazi,Lambda Peg
18614,59.7413,35.791,3.98,0.02,Menkib,Xi Per
106481,323.4952,45.5918,3.98,0.89,,Rho Cyg
9347,30.0013,-21.0778,3.99,1.55,,Upsilon Cet
29651,93.7139,-6.2748,3.99,1.32,,Gamma Mon
50954,156.0988,-74.0316,3.99,0.37,,I Car
65477,201.3064,54.988,3.99,0.17,Alcor,g UMa
114996,349.3574,-58.2357,3.99,0.41,,Gamma Tuc
44382,135.6116,-66.3961,4.0,0.14,,Alpha Vol
55642,170.9811,10.5295,4.0,0.42,,Iota Leo
79374,242.9989,-19.4607,4.0,0.08,Jabbah,Nu Sco
8068,25.9152,50.6887,4.01,-0.1,,Phi Per
22109,71.3756,-3.2547,4.01,-0.15,,Mu Eri
34088,106.0272,20.5703,4.01,0.9,Mekbuda,Zeta Gem
35037,108.7027,-26.7727,4.01,-0.15,,Omega CMa
71865,220.49,-37.7935,4.01,-0.16,,b Cen
78527,240.4723,58.5653,4.01,0.53,,Theta Dra
80000,244.9601,-50.1555,4.01,1.08,,γ2 Nor
91792,280.7589,-71.4281,4.01,1.13,,Zeta Pav
101076,307.3489,30.3686,4.01,0.4,,
43409,132.633,-27.7098,4.02,1.27,,Gamma Pyx
59199,182.1034,-24.7289,4.02,0.33,Alchiba,Alpha Crv
93244,284.9057,15.0683,4.02,1.08,Deneb al Okab Borealis,Epsilon Aql
93429,285.4201,-5.7391,4.02,1.08,,i Aql
10670,34.3286,33.8472,4.03,0.02,,Gamma Tri
23522,75.8545,60.4422,4.03,0.92,,Beta Cam
43103,131.6743,28.7599,4.03,1.01,Zubanah,Iota Cnc
63003,193.6484,-57.1779,4.03,-0.18,,μ1 Cru
88601,271.3637,2.5001,4.03,0.86,,p Oph
101421,308.3032,11.3033,4.03,-0.12,Aldulfin,Epsilon Del
118268,359.8279,6.8633,4.03,0.42,,Omega Psc
19587,62.9664,-6.8376,4.04,0.33,Beid,ο1 Eri
57380,176.4648,6.5294,4.04,1.5,,Nu Vir
70497,216.2992,51.8507,4.04,0.5,Asellus Primus,Theta Boo
111497,338.8391,-0.1175,4.04,-0.08,,Eta Aqr
14632,47.2667,49.6133,4.05,0.59,,Iota Per
40702,124.6315,-76.9197,4.05,0.41,,Alpha Cha
42884,131.0998,-42.6493,4.05,0.87,,d Vel
55434,170.2841,6.0293,4.05,-0.06,,Sigma Leo
67459,207.3693,15.7979,4.05,1.52,,Upsilon Boo
70090,215.1393,-37.8853,4.05,-0.03,,Psi Cen
71536,219.4718,-49.4258,4.05,-0.15,,Rho Lup
112716,342.3979,-13.5926,4.05,1.57,,τ2 Aqr
22957,74.0928,13.5145,4.06,1.16,,ο2 Ori
36962,113.9806,26.8957,4.06,1.54,,Upsilon Gem
55705,171.2205,-17.684,4.06,0.22,,Gamma Crt
59929,184.3928,-67.9607,4.06,1.6,,Epsilon Mus
60009,184.6094,-64.0031,4.06,-0.17,,Zeta Cru
72010,220.9143,-35.1737,4.06,1.36,,c1 Cen
83153,254.896,-53.1604,4.06,1.45,,ε1 Ara
69701,214.0036,-6.0005,4.07,0.51,Syrma,Iota Vir
74117,227.2109,-45.2799,4.07,-0.16,,Lambda Lup
74824,229.3785,-58.8012,4.07,0.09,,Beta Cir
110991,337.2928,58.4152,4.07,0.78,,Delta Cep
3693,11.8347,24.2672,4.08,1.1,,Zeta And
11001,35.4373,-68.6594,4.08,0.03,,Delta Hyi
12387,39.8707,0.3285,4.08,-0.21,,Delta Cet
14146,45.5979,-23.6245,4.08,0.16,,τ3 Eri
33160,103.5475,-12.0386,4.08,1.42,,Theta CMa
46974,143.611,-59.2298,4.08,-0.01,,h Car
53740,164.9436,-18.2988,4.08,1.08,Alkes,Alpha Crt
92862,283.8338,43.9461,4.08,1.4,,
104139,316.4868,-17.2329,4.08,-0.01,,Theta Cap
105502,320.5217,19.8045,4.08,1.11,,
26366,84.2266,9.2907,4.09,0.95,,φ2 Ori
77450,237.1849,18.1416,4.09,1.62,Gudja,Kappa Ser
7513,24.1993,41.4055,4.1,0.54,Titawin,Upsilon And
12777,41.0499,49.2284,4.1,0.51,,Theta Per
38164,117.3096,-46.3732,4.1,-0.16,,P Pup
90568,277.2077,-49.0706,4.1,0.99,,Zeta Tel
94160,287.5073,-39.3408,4.1,1.16,,Beta CrA
12486,40.1668,-39.8554,4.11,1.01,,Iota Eri
34045,105.9396,-15.6333,4.11,-0.11,Muliphein,Gamma CMa
42312,129.411,-42.9891,4.11,0.11,,e Vel
48356,147.8696,-14.8466,4.11,0.92,Zhang,υ1 Hya
51839,158.8671,-78.6078,4.11,1.58,,Gamma Cha
57439,176.6284,-61.1784,4.11,0.9,,
76440,234.1801,-66.317,4.11,1.16,,Epsilon TrA
94114,287.3681,-37.9045,4.11,0.04,Meridiana,Alpha CrA
113638,345.22,-52.7541,4.11,0.96,,Zeta Gru
12394,39.8973,-68.2669,4.12,-0.06,,Epsilon Hyi
19812,63.7244,48.4093,4.12,0.94,,Mu Per
28614,90.5958,9.6473,4.12,0.17,,Mu Ori
58948,181.3022,8.733,4.12,0.97,,Omicron Vir
98032,298.8154,-41.8683,4.12,1.06,,Iota Sgr
102978,312.9554,-26.9191,4.12,1.63,,Omega Cap
111043,337.4393,-43.7492,4.12,1.57,,δ2 Gru
25247,80.9868,-7.8081,4.13,0.94,,e Ori
30883,97.2408,20.2121,4.13,-0.12,Nucatai,Nu Gem
77853,238.4564,-16.7293,4.13,1.0,,Theta Lib
102485,311.5239,-25.2709,4.13,0.43,Wei,Psi Cap
112405,341.5146,-81.3816,4.13,0.21,,Beta Oct
116771,354.9877,5.6263,4.13,0.51,,Iota Psc
16369,52.7182,12.9367,4.14,1.11,,f Tau
17608,56.5816,23.9484,4.14,-0.05,Merope,
42313,129.414,5.7038,4.14,0.0,Minazal,Delta Hya
59072,181.7204,-64.6137,4.14,0.35,,Eta Cru
76127,233.2324,31.3591,4.14,-0.13,,Theta CrB
78159,239.3969,26.8779,4.14,1.23,,Epsilon CrB
107354,326.1614,25.645,4.14,0.42,,Kappa Peg
109937,333.9924,37.7487,4.14,1.45,,
34769,107.9661,-0.4928,4.15,-0.01,,Delta Mon
85112,260.9206,37.1459,4.15,-0.01,,Rho Her
116805,355.1021,44.3339,4.15,-0.07,,Kappa And
28734,91.0301,23.2633,4.16,0.83,Propus,
36366,112.278,31.7846,4.16,0.32,,Rho Gem
78727,241.0901,-11.3736,4.16,0.46,Grafias,
85340,261.5926,-24.1753,4.16,0.28,,b Oph
2599,8.25,62.9318,4.17,0.13,,Kappa Cas
17874,57.3635,-36.2003,4.17,0.93,,g Eri
110003,334.2085,-7.7833,4.17,0.98,Ancha,Theta Aqr
69427,213.2239,-10.2737,4.18,1.32,Kang,Kappa Vir
69732,214.0959,46.0883,4.18,0.09,Xuange,Lambda Boo
81304,249.0936,-35.2553,4.18,1.53,,H Sco
109857,333.7591,57.0436,4.18,0.28,,Epsilon Cep
111954,340.1639,-27.0436,4.18,-0.1,,Epsilon PsA
67457,207.3613,-34.4508,4.19,1.52,,g Cen
92043,281.4155,20.5463,4.19,0.48,,
25813,82.696,5.9481,4.2,-0.14,,
38835,119.2147,-22.8801,4.2,0.72,,j Pup
51233,156.9708,36.7072,4.2,0.91,,Beta LMi
81126,248.5258,42.437,4.2,-0.01,,Sigma Her
112447,341.6733,12.1729,4.2,0.5,Suudalnujum,Xi Peg
113246,343.9871,-32.5396,4.2,0.95,,Delta PsA
16228,52.2672,59.9403,4.21,0.42,,
20635,66.3424,22.2939,4.21,0.14,,Kappa Tau
82080,251.4927,82.0373,4.21,0.9,Circitores,Epsilon UMi
101093,307.3954,62.9941,4.21,0.2,Al Kidr,Theta Cep
105858,321.6109,-65.3662,4.21,0.49,,Gamma Pav
13254,42.6461,38.3186,4.22,0.34,,
17651,56.712,-23.2497,4.22,0.43,,τ6 Eri
38518,118.3257,-48.1029,4.22,-0.13,,J Pup
78918,241.6481,-36.8023,4.22,-0.18,,Theta Lup
80569,246.756,-18.4563,4.22,0.22,,Chi Oph
89908,275.1893,71.3378,4.22,-0.09,Aldhiba,Phi Dra
92175,281.7936,-4.7479,4.22,1.09,,Beta Sct
92609,283.0543,-62.1876,4.22,-0.15,,Lambda Pav
92791,283.6262,36.8986,4.22,1.57,,δ2 Lyr
102453,311.4156,30.7197,4.22,1.05,,
105102,319.354,39.3947,4.22,0.1,,Sigma Cyg
114724,348.5807,-6.049,4.22,1.54,,Phi Aqr
1599,5.0178,-64.8748,4.23,0.58,,Zeta Tuc
37629,115.828,28.8835,4.23,1.12,,Sigma Gem
64394,197.9683,27.8782,4.23,0.57,,Beta Com
67153,206.4219,-33.0437,4.23,0.39,,i Cen
68520,210.4116,1.5445,4.23,0.12,,Tau Vir
79101,242.1924,44.9349,4.23,-0.04,,Phi Her
81852,250.7694,-77.5174,4.23,1.06,,Beta Aps
93825,286.6046,-37.0634,4.23,0.52,,Gamma CrA
107259,325.8769,58.78,4.23,2.24,The Garnet Star,Mu Cep
107533,326.6984,49.3096,4.23,-0.12,,π2 Cyg
5372,17.187,86.2571,4.24,1.21,,
11407,36.7463,-47.7038,4.24,-0.14,,Kappa Eri
12770,41.0306,-13.8587,4.24,-0.12,,Pi Cet
60000,184.5868,-79.3122,4.24,-0.12,,Beta Cha
61317,188.4356,41.3575,4.24,0.59,Chara,Beta CVn
80911,247.8456,-34.7044,4.24,-0.17,,N Sco
86565,265.3536,-12.8753,4.24,0.09,,Omicron Ser
114855,348.9729,-9.0877,4.24,1.11,,ψ1 Aqr
5896,18.9423,-68.8759,4.25,0.48,,Kappa Tuc
19167,61.646,50.3513,4.25,-0.01,,Lambda Per
21402,68.9136,10.1608,4.25,0.18,,d Tau
21476,69.1726,41.2648,4.25,1.17,,e Per
23972,77.2866,-8.7541,4.25,-0.19,,Lambda Eri
41075,125.7088,43.1881,4.25,1.55,Alsciaukat,
62896,193.3592,-40.1789,4.25,0.22,,n Cen
70692,216.8814,75.696,4.25,1.43,,
107418,326.3622,61.1208,4.25,0.47,Castula,Nu Cep
5434,17.3755,47.2418,4.26,0.01,,Phi And
8198,26.3485,9.1577,4.26,0.94,Torcular,Omicron Psc
15510,49.9819,-43.0698,4.26,0.71,,e Eri
16611,53.447,-21.6329,4.26,-0.11,,τ5 Eri
19893,64.0066,-51.4866,4.26,0.31,,Gamma Dor
22783,73.5125,66.3427,4.26,-0.01,,Alpha Cam
44066,134.6218,11.8577,4.26,0.14,Acubens,Alpha Cnc
86170,264.1368,-38.6353,4.26,1.07,,Q Sco
88267,270.3767,21.5958,4.26,0.41,,
108917,330.9477,64.628,4.26,0.38,Kurhah,Xi Cep
4906,15.7359,7.8901,4.27,0.95,,Epsilon Psc
12828,41.2356,10.1141,4.27,0.31,,Mu Cet
19860,63.8836,8.8924,4.27,-0.05,,Mu Tau
21589,69.5394,12.5108,4.27,0.12,,c1 Tau
21881,70.5613,22.9569,4.27,-0.11,,Tau Tau
64004,196.7277,-49.9062,4.27,-0.18,,ξ2 Cen
74911,229.6334,-47.8753,4.27,-0.09,,Mu Lup
95294,290.8047,-44.7998,4.27,0.35,Arkab Posterior,β2 Sgr
102532,311.6646,16.1243,4.27,1.04,Al Salib,γ2 Del
115830,351.9921,6.379,4.27,1.06,,Theta Psc
20711,66.5769,22.8136,4.28,0.26,,Upsilon Tau
47193,144.272,81.3264,4.28,1.49,,
51172,156.7879,-31.0678,4.28,1.43,,Alpha Ant
85423,261.8386,-29.867,4.28,0.4,,d Oph
99655,303.3494,56.5677,4.28,0.11,,
105515,320.5617,-16.8345,4.28,0.89,,Iota Cap
109410,332.4969,33.1782,4.28,0.47,,Pi Peg
114131,346.7197,-43.5204,4.28,0.42,,Theta Gru
16852,54.2183,0.4017,4.29,0.57,,
24845,79.8939,-13.1768,4.29,-0.23,,Lambda Lep
52154,159.8266,-55.6033,4.29,1.02,,x Vel
57936,178.2272,-33.9081,4.29,-0.1,,Beta Hya
77055,236.0147,77.7945,4.29,0.04,Akfa Farkadain,Zeta UMi
80894,247.7849,-16.6127,4.29,0.92,,Phi Oph
109139,331.6093,-13.8697,4.29,-0.07,,Iota Aqr
111188,337.8764,-32.3461,4.29,0.01,Fum al Hui,Beta PsA
116631,354.5342,43.2681,4.29,-0.08,,Iota And
4577,14.6515,-29.3574,4.3,-0.15,,Alpha Scl
11484,37.0398,8.4601,4.3,-0.05,,ξ2 Cet
17531,56.3021,24.4673,4.3,-0.11,Taygeta,q Tau
17797,57.1495,-37.6202,4.3,-0.04,,f Eri
20648,66.3724,17.9279,4.3,0.05,,
28404,89.9837,45.9367,4.3,1.7,,Pi Aur
42799,130.8061,3.3987,4.3,-0.19,,Eta Hya
53417,163.9033,24.7497,4.3,0.02,,
56647,174.2372,-0.8237,4.3,0.98,,Upsilon Leo
57669,177.4211,-63.7885,4.3,-0.15,,j Cen
61174,188.0176,-16.196,4.3,0.39,,Eta Crv
70069,215.0814,-56.3865,4.3,0.08,,v Cen
100027,304.412,-12.5082,4.3,0.93,Prima Giedi,α1 Cap
42568,130.1543,-59.761,4.31,-0.12,,d Car
70638,216.7301,-83.6679,4.31,1.3,,Delta Oct
75411,231.1226,37.3772,4.31,0.31,Alkalurops,μ1 Boo
78990,241.8514,-20.8688,4.31,0.83,,ω2 Sco
101847,309.5845,-1.1051,4.31,0.95,,l Aql
16826,54.1224,48.1926,4.32,-0.06,,Psi Per
21763,70.1105,-19.6715,4.32,1.6,,
25945,83.0531,18.5942,4.32,2.06,The Ruby Star,
29696,93.8445,29.4981,4.32,1.02,,Kappa Aur
43067,131.5939,-13.5477,4.32,0.9,,D Hya
46750,142.9301,22.968,4.32,1.54,Alterf,Lambda Leo
58758,180.7563,-63.3129,4.32,0.28,,θ1 Cru
64241,197.497,17.5294,4.32,0.46,Diadem,Alpha Com
67669,207.9567,-32.9941,4.32,-0.15,,k Cen
72683,222.9096,-43.5754,4.32,-0.15,,Omicron Lup
84880,260.2069,-12.8469,4.32,0.04,,Nu Ser
36284,112.0408,8.9255,4.33,1.43,,Gamma CMi
62867,193.2788,-48.9433,4.33,1.34,,e Cen
70576,216.5451,-45.3793,4.33,0.43,,τ2 Lup
84405,258.8374,-26.6028,4.33,0.85,Guniibuu,A Oph
88866,272.1451,-63.6686,4.33,0.23,,Pi Pav
89826,274.9655,36.0645,4.33,1.16,,Kappa Lyr
2912,9.2202,33.7193,4.34,-0.12,,Pi And
3031,9.6389,29.3118,4.34,0.87,,Epsilon And
5542,17.7757,55.1499,4.34,0.17,Marfak,Theta Cas
27100,86.1932,-65.7355,4.34,0.22,,Delta Dor
31125,97.964,-23.4184,4.34,-0.24,,ξ1 CMa
40888,125.1606,-77.4845,4.34,1.16,,Theta Cha
45496,139.0503,-57.5415,4.34,1.6,,g Car
47175,144.2064,-49.355,4.34,0.17,,M Vel
68523,210.4312,-45.6034,4.34,0.6,,υ2 Cen
76552,234.5134,-42.5673,4.34,1.41,,Omega Lup
85355,261.6287,4.1404,4.34,1.48,,Sigma Oph
91971,281.1932,37.6051,4.34,0.19,Nasr Alwaki,ζ1 Lyr
92161,281.7553,18.1815,4.34,0.15,,
107348,326.1279,17.35,4.34,1.16,,
111022,337.3826,47.7069,4.34,1.68,,
14838,47.9074,19.7267,4.35,1.03,Botein,Delta Ari
22509,72.653,8.9002,4.35,0.01,Al Taj,π2 Ori
31407,98.7441,-52.9756,4.35,-0.02,,N Car
33449,104.3192,58.4228,4.35,0.85,,
39794,121.9825,-68.6171,4.35,-0.11,,Epsilon Vol
43234,132.1082,5.8378,4.35,-0.04,,Rho Hya
60742,186.7345,28.2684,4.35,1.13,Al Dafirah,Gamma Com
74857,229.4577,-30.1487,4.35,1.1,,f Lup
85822,263.0542,86.5865,4.35,0.02,Yildun,Delta UMi
90098,275.8068,-61.4939,4.35,1.46,,Xi Pav
94713,289.0921,38.1337,4.35,1.26,,Theta Lyr
107380,326.2367,-33.0258,4.35,-0.05,,Iota PsA
2484,7.8861,-62.9582,4.36,-0.06,,β1 Tuc
3405,10.8385,-57.4631,4.36,0.02,,Eta Phe
10324,33.25,8.8467,4.36,0.88,Al Kaff al Jidhmah,ξ1 Cet
16335,52.6437,47.9952,4.36,1.37,,Sigma Per
19038,61.1738,22.0819,4.36,1.06,,A1 Tau
22701,73.2236,-5.4527,4.36,0.26,,Omega Eri
24327,78.3078,-12.9413,4.36,-0.09,,Kappa Lep
28199,89.3842,-35.2833,4.36,-0.17,,Gamma Col
33347,104.0343,-17.0542,4.36,-0.06,,Iota CMa
39863,122.1485,-2.9838,4.36,0.97,,Zeta Mon
68862,211.5115,-41.1796,4.36,-0.2,,Chi Cen
96468,294.1803,-1.2866,4.36,-0.08,Al Thalimain Posterior,Iota Aql
154,0.4901,-6.0141,4.37,1.63,,
29807,94.1381,-35.1405,4.37,0.98,,Kappa Col
35415,109.677,-24.9544,4.37,-0.13,,Tau CMa
53773,165.0386,-42.2259,4.37,0.12,,i Vel
88886,272.1895,20.8146,4.37,-0.16,,
98412,299.9341,-35.2763,4.37,-0.15,,θ1 Sgr
64238,197.4875,-5.539,4.38,-0.01,Apami-Atsa,Theta Vir
99255,302.2223,77.7114,4.38,-0.05,Al Aghnam,Kappa Cep
115669,351.5116,-20.642,4.38,1.46,,b2 Aqr
116231,353.2427,-37.8183,4.38,-0.1,,Beta Scl
8837,28.4114,-46.3027,4.39,1.6,,Psi Phe
17884,57.3803,65.526,4.39,1.87,,
26176,83.7052,9.4896,4.39,-0.16,Heka,φ1 Ori
27913,88.5958,20.2762,4.39,0.59,,χ1 Ori
30419,95.942,4.5929,4.39,0.21,,Epsilon Mon
39311,120.5664,2.3346,4.39,1.25,,G CMi
49637,151.9761,9.9975,4.39,1.45,,A Leo
73620,225.7252,2.0913,4.39,1.03,,
82673,253.502,10.1654,4.39,-0.09,,Iota Oph
84893,260.2516,-21.1129,4.39,0.39,Aggia,Xi Oph
96757,295.0241,18.0139,4.39,0.78,Sham,Alpha Sge
96837,295.2622,17.476,4.39,1.04,,Beta Sge
105319,319.9666,-53.4494,4.39,0.19,,Theta Ind
4463,14.3017,23.4176,4.4,0.94,,Eta And
38070,117.0215,-25.9372,4.4,-0.07,,Omicron Pup
39906,122.2568,-19.245,4.4,-0.16,,
93015,284.2376,-67.2335,4.4,0.53,,Kappa Pav
108431,329.4795,-54.9926,4.4,0.3,,Delta Ind
32761,102.4638,-53.6224,4.41,0.9,,A Car
34693,107.7849,30.2452,4.41,1.26,,Tau Gem
70300,215.7593,-39.5118,4.41,-0.18,Bidelman's Helium Variable Star,a Cen
85693,262.6846,26.1106,4.41,1.43,Maasym,Lambda Her
87998,269.6256,30.1893,4.41,0.38,,Nu Her
105138,319.4795,34.8969,4.41,-0.1,,Upsilon Cyg
114222,346.9744,75.3875,4.41,0.8,,Pi Cep
115033,349.4759,-9.1825,4.41,-0.14,,ψ2 Aqr
115102,349.706,-32.532,4.41,1.11,,Gamma Scl
29038,91.893,14.7685,4.42,-0.16,,Nu Ori
31700,99.4726,-18.2375,4.42,1.14,,ν3 CMa
34922,108.3847,-44.6397,4.42,1.33,,L2 Pup
34981,108.5634,-26.3525,4.42,-0.17,,
40326,123.5122,-40.3479,4.42,1.17,,h2 Pup
53954,165.5824,20.1798,4.42,0.05,,b Leo
72571,222.5721,-27.9604,4.42,1.37,,E Hya
77257,236.6109,7.3531,4.42,0.6,,Lambda Ser
88290,270.4383,1.3051,4.42,0.05,,
110538,335.8901,52.229,4.42,1.01,,Beta Lac
115623,351.3449,23.4041,4.42,0.62,Alkarab,Upsilon Peg
17593,56.5356,-12.1016,4.43,1.6,,Pi Eri
19849,63.818,-7.6529,4.43,0.82,Keid,ο2 Eri
23040,74.3217,53.7521,4.43,-0.02,,
94481,288.4395,39.146,4.43,-0.15,Aladfar,Eta Lyr
98688,300.6645,-27.7098,4.43,1.64,Terebellum,c Sgr
100587,305.9651,32.1902,4.43,1.33,,
102281,310.8647,15.0746,4.43,0.3,Al Ukud,Delta Del
102624,311.9343,-5.0277,4.43,1.64,,k Aqr
1170,3.6601,-18.9329,4.44,1.64,,
3786,12.1706,7.5851,4.44,1.5,Kuton,Delta Psc
19921,64.121,-59.3022,4.44,1.08,,Epsilon Ret
21770,70.1405,-41.8638,4.44,0.34,,Alpha Cae
30060,94.9058,59.011,4.44,0.03,,
36795,113.5133,-22.2961,4.44,0.52,,
40091,122.8396,-39.6185,4.44,1.59,,h1 Pup
40706,124.6388,-36.6593,4.44,0.22,,q Pup
71121,218.1544,-50.4572,4.44,-0.18,,Sigma Lup
95771,292.1764,24.6649,4.44,1.5,Anser,Alpha Vul
7884,25.3579,5.4876,4.45,1.35,,Nu Psc
13147,42.2726,-32.4059,4.45,0.98,,Beta For
24244,78.0746,-11.8692,4.45,-0.1,,Iota Lep
29426,92.985,14.2088,4.45,-0.18,,Xi Ori
42402,129.6893,3.3414,4.45,1.22,Minchir,Sigma Hya
44191,135.0225,-41.2536,4.45,0.65,,w Vel
51849,158.8971,-57.5576,4.45,1.6,,r Car
52633,161.4458,-80.5402,4.45,-0.19,,δ2 Cha
55084,169.1654,-3.6516,4.45,0.21,,Phi Leo
80975,248.0342,-21.4664,4.45,0.13,,Omega Oph
94648,288.8877,73.3555,4.45,1.26,,Tau Dra
96229,293.5223,7.3789,4.45,1.18,,Mu Aql
11569,37.2664,67.4025,4.46,0.15,,Iota Cas
18255,58.5729,-2.9547,4.46,0.67,,w Eri
24331,78.3228,2.8613,4.46,1.17,,Rho Ori
44901,137.2177,51.6046,4.46,0.29,Alhaud,f UMa
54682,167.9145,-22.8258,4.46,0.03,Al Sharasif,Beta Crt
59173,182.0218,-50.6613,4.46,-0.16,,
80582,246.796,-47.5548,4.46,-0.07,,Epsilon Nor
112948,343.1314,-32.8755,4.46,-0.04,,Gamma PsA
12843,41.2758,-18.5726,4.47,0.48,,τ1 Eri
15549,50.0848,29.0485,4.47,1.55,,
23123,74.6371,1.714,4.47,1.37,,π6 Ori
30788,97.0425,-32.5801,4.47,-0.17,,Lambda CMa
31216,98.2259,7.333,4.47,0.02,,
38957,119.5602,-49.2449,4.47,-0.18,,
44599,136.2867,-72.6027,4.47,0.61,,G Car
46146,141.1636,26.1823,4.47,1.22,Al Minlear al Asad,Kappa Leo
47006,143.706,52.0515,4.47,0.03,,
57803,177.7862,-45.1735,4.47,1.28,,B Cen
